date,home_team,away_team,home_score,away_score,predicted_home_goals,predicted_away_goals,predicted_result,actual_result,correct_outcome,exact_score,goal_diff_error
2026-01-04,South Africa,Cameroon,1,2,1,1,draw,team2,False,False,1.0
2026-01-05,Egypt,Benin,3,1,3,0,team1,team1,True,False,1.0
2026-01-05,Nigeria,Mozambique,4,0,3,0,team1,team1,True,False,1.0
2026-01-06,Algeria,DR Congo,1,0,2,1,team1,team1,True,False,0.0
2026-01-06,Ivory Coast,Burkina Faso,3,0,2,1,team1,team1,True,False,2.0
2026-01-09,Mali,Senegal,0,1,1,2,team2,team2,True,False,0.0
2026-01-09,Morocco,Cameroon,2,0,3,0,team1,team1,True,False,1.0
2026-01-10,Algeria,Nigeria,0,2,1,1,draw,team2,False,False,2.0
2026-01-10,Egypt,Ivory Coast,3,2,1,1,draw,team1,False,False,1.0
2026-01-14,Senegal,Egypt,1,0,2,1,team1,team1,True,False,0.0
2026-01-14,Morocco,Nigeria,0,0,2,0,team1,draw,False,False,2.0
2026-01-17,Egypt,Nigeria,0,0,1,1,draw,draw,True,False,0.0
2026-01-18,Morocco,Senegal,3,0,2,1,team1,team1,True,False,2.0
2026-01-18,Bolivia,Panama,1,1,0,2,team2,draw,False,False,2.0
2026-01-18,Grenada,Jamaica,0,1,0,3,team2,team2,True,False,2.0
2026-01-22,Panama,Mexico,0,1,1,2,team2,team2,True,False,0.0
2026-01-25,Bolivia,Mexico,0,1,0,3,team2,team2,True,False,2.0
2026-01-26,Uzbekistan,China,2,2,2,1,team1,draw,False,False,1.0
2026-02-25,Mexico,Iceland,4,0,3,0,team1,team1,True,False,1.0
2026-03-15,Bolivia,Trinidad and Tobago,3,0,2,1,team1,team1,True,False,2.0
2026-03-25,Bermuda,DR Congo,0,2,0,4,team2,team2,True,False,2.0
2026-03-25,Equatorial Guinea,Kyrgyzstan,1,0,0,3,team2,team1,False,False,4.0
2026-03-25,Kazakhstan,Namibia,2,0,1,1,draw,team1,False,False,2.0
2026-03-25,United States Virgin Islands,American Samoa,5,2,14,0,team1,team1,True,False,11.0
2026-03-25,Puerto Rico,Guam,4,0,3,0,team1,team1,True,False,1.0
2026-03-26,Brazil,France,1,2,1,2,team2,team2,True,True,0.0
2026-03-26,Colombia,Croatia,1,2,1,1,draw,team2,False,False,1.0
2026-03-26,Cyprus,Belarus,0,1,1,2,team2,team2,True,False,0.0
2026-03-26,Georgia,Israel,2,2,2,1,team1,draw,False,False,1.0
2026-03-26,Moldova,Lithuania,0,2,1,1,draw,team2,False,False,2.0
2026-03-26,Vietnam,Bangladesh,3,0,3,0,team1,team1,True,True,0.0
2026-03-26,New Caledonia,Jamaica,0,1,0,2,team2,team2,True,False,1.0
2026-03-26,Bolivia,Suriname,2,1,1,1,draw,team1,False,False,1.0
2026-03-26,Italy,Northern Ireland,2,0,3,0,team1,team1,True,False,1.0
2026-03-26,Wales,Bosnia and Herzegovina,1,1,2,1,team1,draw,False,False,1.0
2026-03-26,Poland,Albania,2,1,2,1,team1,team1,True,True,0.0
2026-03-26,Ukraine,Sweden,1,3,1,1,draw,team2,False,False,2.0
2026-03-26,Slovakia,Kosovo,3,4,2,1,team1,team2,False,False,2.0
2026-03-26,Turkey,Romania,1,0,2,1,team1,team1,True,False,0.0
2026-03-26,Czech Republic,Republic of Ireland,2,2,2,1,team1,draw,False,False,1.0
2026-03-26,Denmark,North Macedonia,4,0,3,0,team1,team1,True,False,1.0
2026-03-26,Aruba,Macau,4,1,2,1,team1,team1,True,False,2.0
2026-03-26,Tanzania,Liechtenstein,0,1,4,0,team1,team2,False,False,5.0
2026-03-26,Martinique,Cuba,2,2,3,0,team1,draw,False,False,3.0
2026-03-26,Dominican Republic,El Salvador,2,2,1,1,draw,draw,True,False,0.0
2026-03-26,Saint Martin,Barbados,3,1,7,0,team1,team1,True,False,5.0
2026-03-26,Bonaire,Saint Vincent and the Grenadines,3,1,1,1,draw,team1,False,False,2.0
2026-03-26,Bahamas,Anguilla,1,3,1,1,draw,team2,False,False,2.0
2026-03-26,Cayman Islands,British Virgin Islands,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Algeria,Guatemala,7,0,3,0,team1,team1,True,False,4.0
2026-03-27,Argentina,Mauritania,2,1,9,0,team1,team1,True,False,8.0
2026-03-27,Austria,Ghana,5,1,3,0,team1,team1,True,False,1.0
2026-03-27,England,Uruguay,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Greece,Paraguay,0,1,2,1,team1,team2,False,False,2.0
2026-03-27,Guinea,Togo,2,2,2,1,team1,draw,False,False,1.0
2026-03-27,Liberia,Benin,0,1,1,2,team2,team2,True,False,0.0
2026-03-27,Libya,Niger,0,0,1,1,draw,draw,True,False,0.0
2026-03-27,Montenegro,Andorra,2,0,4,0,team1,team1,True,False,2.0
2026-03-27,Morocco,Ecuador,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Netherlands,Norway,2,1,2,0,team1,team1,True,False,1.0
2026-03-27,Saudi Arabia,Egypt,0,4,1,2,team2,team2,True,False,3.0
2026-03-27,South Africa,Panama,1,1,1,1,draw,draw,True,True,0.0
2026-03-27,Spain,Serbia,3,0,4,0,team1,team1,True,False,1.0
2026-03-27,Russia,Nicaragua,3,1,4,0,team1,team1,True,False,2.0
2026-03-27,Switzerland,Germany,3,4,1,2,team2,team2,True,False,0.0
2026-03-27,Costa Rica,Jordan,2,2,1,1,draw,draw,True,False,0.0
2026-03-27,Iran,Nigeria,1,2,2,1,team1,team2,False,False,2.0
2026-03-27,China,Curaçao,2,0,2,1,team1,team1,True,False,1.0
2026-03-27,Australia,Cameroon,1,0,2,1,team1,team1,True,False,0.0
2026-03-27,Azerbaijan,Saint Lucia,6,1,0,3,team2,team1,False,False,8.0
2026-03-27,Solomon Islands,Bulgaria,2,10,1,2,team2,team2,True,False,7.0
2026-03-27,Indonesia,Saint Kitts and Nevis,4,0,1,2,team2,team1,False,False,5.0
2026-03-27,Chile,Cape Verde,4,2,2,1,team1,team1,True,False,1.0
2026-03-27,New Zealand,Finland,0,2,2,1,team1,team2,False,False,3.0
2026-03-27,Kenya,Estonia,1,1,2,1,team1,draw,False,False,1.0
2026-03-27,Rwanda,Grenada,4,0,2,1,team1,team1,True,False,3.0
2026-03-27,Venezuela,Trinidad and Tobago,4,1,2,0,team1,team1,True,False,1.0
2026-03-27,Uzbekistan,Gabon,3,1,2,0,team1,team1,True,False,0.0
2026-03-27,Guyana,Dominica,2,0,2,0,team1,team1,True,True,0.0
2026-03-27,Belize,Sint Maarten,2,3,0,4,team2,team2,True,False,3.0
2026-03-28,Burkina Faso,Guinea-Bissau,5,0,3,0,team1,team1,True,False,2.0
2026-03-28,Canada,Iceland,2,2,3,0,team1,draw,False,False,3.0
2026-03-28,Haiti,Tunisia,0,1,1,2,team2,team2,True,False,0.0
2026-03-28,Hungary,Slovenia,1,0,2,1,team1,team1,True,False,0.0
2026-03-28,Ivory Coast,South Korea,4,0,1,2,team2,team1,False,False,5.0
2026-03-28,Mexico,Portugal,0,0,1,2,team2,draw,False,False,1.0
2026-03-28,San Marino,Faroe Islands,1,2,0,3,team2,team2,True,False,2.0
2026-03-28,Scotland,Japan,0,1,0,2,team2,team2,True,False,1.0
2026-03-28,Senegal,Peru,2,0,2,0,team1,team1,True,True,0.0
2026-03-28,United States,Belgium,2,5,1,2,team2,team2,True,False,2.0
2026-03-28,Kyrgyzstan,Madagascar,2,5,3,0,team1,team2,False,False,6.0
2026-03-28,Botswana,Zimbabwe,0,3,1,1,draw,team2,False,False,3.0
2026-03-28,Namibia,Comoros,0,0,1,1,draw,draw,True,False,0.0
2026-03-28,American Samoa,Guam,0,6,0,4,team2,team2,True,False,2.0
2026-03-28,Puerto Rico,United States Virgin Islands,2,0,1,2,team2,team1,False,False,3.0
2026-03-29,Armenia,Belarus,1,2,1,2,team2,team2,True,True,0.0
2026-03-29,Colombia,France,1,3,1,2,team2,team2,True,False,1.0
2026-03-29,Lithuania,Georgia,0,2,0,3,team2,team2,True,False,1.0
2026-03-29,Macau,Tanzania,0,6,0,4,team2,team2,True,False,2.0
2026-03-29,Aruba,Liechtenstein,4,1,2,1,team1,team1,True,False,2.0
2026-03-29,Martinique,El Salvador,0,1,2,1,team1,team2,False,False,2.0
2026-03-29,Dominican Republic,Cuba,1,1,2,1,team1,draw,False,False,1.0
2026-03-29,Barbados,Saint Vincent and the Grenadines,2,3,0,6,team2,team2,True,False,5.0
2026-03-29,Bonaire,Saint Martin,0,3,1,2,team2,team2,True,False,2.0
2026-03-29,British Virgin Islands,Anguilla,4,0,1,1,draw,team1,False,False,4.0
2026-03-29,Cayman Islands,Bahamas,1,0,2,1,team1,team1,True,False,0.0
2026-03-30,Cyprus,Moldova,3,2,2,1,team1,team1,True,False,0.0
2026-03-30,Germany,Ghana,2,1,4,0,team1,team1,True,False,3.0
2026-03-30,Azerbaijan,Sierra Leone,1,1,1,1,draw,draw,True,True,0.0
2026-03-30,Saint Kitts and Nevis,Solomon Islands,4,2,3,0,team1,team1,True,False,1.0
2026-03-30,Indonesia,Bulgaria,0,1,1,1,draw,team2,False,False,1.0
2026-03-30,Cape Verde,Finland,1,1,1,1,draw,draw,True,True,0.0
2026-03-30,New Zealand,Chile,4,1,1,1,draw,team1,False,False,3.0
2026-03-30,Grenada,Kenya,0,3,0,2,team2,team2,True,False,1.0
2026-03-30,Rwanda,Estonia,2,0,1,1,draw,team1,False,False,2.0
2026-03-30,Gabon,Trinidad and Tobago,2,2,2,1,team1,draw,False,False,1.0
2026-03-30,Uzbekistan,Venezuela,0,0,2,1,team1,draw,False,False,1.0
2026-03-30,Guyana,Belize,3,1,2,1,team1,team1,True,False,1.0
2026-03-30,Dominica,Sint Maarten,0,0,0,4,team2,draw,False,False,4.0
2026-03-31,Algeria,Uruguay,0,0,1,2,team2,draw,False,False,1.0
2026-03-31,Argentina,Zambia,5,0,7,0,team1,team1,True,False,2.0
2026-03-31,Austria,South Korea,1,0,1,1,draw,team1,False,False,1.0
2026-03-31,Benin,Guinea,1,0,1,1,draw,team1,False,False,1.0
2026-03-31,Brazil,Croatia,3,1,2,1,team1,team1,True,False,1.0
2026-03-31,Burkina Faso,Guinea-Bissau,1,1,3,0,team1,draw,False,False,3.0
2026-03-31,Canada,Tunisia,0,0,2,1,team1,draw,False,False,1.0
2026-03-31,Costa Rica,Iran,0,5,0,2,team2,team2,True,False,3.0
2026-03-31,England,Japan,0,1,2,1,team1,team2,False,False,2.0
2026-03-31,Equatorial Guinea,Madagascar,1,1,1,1,draw,draw,True,True,0.0
2026-03-31,Haiti,Iceland,1,1,1,1,draw,draw,True,True,0.0
2026-03-31,Hungary,Greece,0,0,1,1,draw,draw,True,False,0.0
2026-03-31,Ivory Coast,Scotland,1,0,2,1,team1,team1,True,False,0.0
2026-03-31,Jordan,Nigeria,2,2,1,2,team2,draw,False,False,1.0
2026-03-31,Liberia,Libya,2,2,1,2,team2,draw,False,False,1.0
2026-03-31,Botswana,Malawi,1,0,1,1,draw,team1,False,False,1.0
2026-03-31,Mexico,Belgium,1,1,1,2,team2,draw,False,False,1.0
2026-03-31,Montenegro,Slovenia,2,3,1,2,team2,team2,True,False,0.0
2026-03-31,Morocco,Paraguay,2,1,3,0,team1,team1,True,False,2.0
2026-03-31,Netherlands,Ecuador,1,1,2,1,team1,draw,False,False,1.0
2026-03-31,Niger,Togo,0,1,1,1,draw,team2,False,False,1.0
2026-03-31,Norway,Switzerland,0,0,1,1,draw,draw,True,False,0.0
2026-03-31,Peru,Honduras,2,2,2,1,team1,draw,False,False,1.0
2026-03-31,Russia,Mali,0,0,2,1,team1,draw,False,False,1.0
2026-03-31,Republic of Ireland,North Macedonia,0,0,2,1,team1,draw,False,False,1.0
2026-03-31,San Marino,Andorra,0,0,1,2,team2,draw,False,False,1.0
2026-03-31,Senegal,Gambia,3,1,3,0,team1,team1,True,False,1.0
2026-03-31,Serbia,Saudi Arabia,2,1,2,1,team1,team1,True,True,0.0
2026-03-31,Slovakia,Romania,2,0,1,1,draw,team1,False,False,2.0
2026-03-31,South Africa,Panama,1,2,1,1,draw,team2,False,False,1.0
2026-03-31,Spain,Egypt,0,0,3,0,team1,draw,False,False,3.0
2026-03-31,Ukraine,Albania,1,0,2,1,team1,team1,True,False,0.0
2026-03-31,United States,Portugal,0,2,0,2,team2,team2,True,True,0.0
2026-03-31,Wales,Northern Ireland,1,1,2,1,team1,draw,False,False,1.0
2026-03-31,DR Congo,Jamaica,1,0,2,1,team1,team1,True,False,0.0
2026-03-31,Iraq,Bolivia,2,1,2,1,team1,team1,True,True,0.0
2026-03-31,Bosnia and Herzegovina,Italy,1,1,0,3,team2,draw,False,False,3.0
2026-03-31,Sweden,Poland,3,2,1,1,draw,team1,False,False,1.0
2026-03-31,Kosovo,Turkey,0,1,0,2,team2,team2,True,False,1.0
2026-03-31,Czech Republic,Denmark,2,2,1,2,team2,draw,False,False,1.0
2026-03-31,Cameroon,China,2,0,2,1,team1,team1,True,False,1.0
2026-03-31,Australia,Curaçao,5,1,3,0,team1,team1,True,False,1.0
2026-03-31,Kazakhstan,Comoros,1,0,1,1,draw,team1,False,False,1.0
2026-05-16,Republic of Ireland,Grenada,5,0,4,0,team1,team1,True,False,1.0
2026-05-22,Mexico,Ghana,2,0,3,0,team1,team1,True,False,1.0
2026-05-26,Morocco,Burundi,5,0,8,0,team1,team1,True,False,3.0
2026-05-26,Nigeria,Zimbabwe,2,0,4,0,team1,team1,True,False,2.0
2026-05-27,India,Jamaica,0,2,0,3,team2,team2,True,False,1.0
2026-05-28,Republic of Ireland,Qatar,1,0,1,1,draw,team1,False,False,1.0
2026-05-28,Egypt,Russia,1,0,1,1,draw,team1,False,False,1.0
2026-05-29,Andorra,Iraq,0,1,0,5,team2,team2,True,False,4.0
2026-05-29,Bosnia and Herzegovina,North Macedonia,0,0,1,1,draw,draw,True,False,0.0
2026-05-29,Iran,Gambia,3,1,2,0,team1,team1,True,False,0.0
2026-05-29,South Africa,Nicaragua,0,0,3,0,team1,draw,False,False,3.0
2026-05-30,Ecuador,Saudi Arabia,2,1,2,1,team1,team1,True,True,0.0
2026-05-30,South Korea,Trinidad and Tobago,5,0,4,0,team1,team1,True,False,1.0
2026-05-30,Mexico,Australia,1,0,2,1,team1,team1,True,False,0.0
2026-05-30,Scotland,Curaçao,4,1,2,1,team1,team1,True,False,2.0
2026-05-30,Zimbabwe,India,1,0,1,1,draw,team1,False,False,1.0
2026-05-30,Nigeria,Jamaica,3,0,2,0,team1,team1,True,False,1.0
2026-05-31,Brazil,Panama,6,2,3,0,team1,team1,True,False,1.0
2026-05-31,Cape Verde,Serbia,3,0,1,2,team2,team1,False,False,4.0
2026-05-31,Czech Republic,Kosovo,2,1,2,1,team1,team1,True,True,0.0
2026-05-31,Germany,Finland,4,0,4,0,team1,team1,True,True,0.0
2026-05-31,Poland,Ukraine,0,2,1,1,draw,team2,False,False,2.0
2026-05-31,Singapore,Mongolia,4,0,2,0,team1,team1,True,False,2.0
2026-05-31,Switzerland,Jordan,4,1,2,0,team1,team1,True,False,1.0
2026-05-31,United States,Senegal,3,2,1,2,team2,team1,False,False,2.0
2026-05-31,Japan,Iceland,1,0,4,0,team1,team1,True,False,3.0
2026-06-01,Austria,Tunisia,1,0,2,1,team1,team1,True,False,0.0
2026-06-01,Bulgaria,Montenegro,0,1,1,1,draw,team2,False,False,1.0
2026-06-01,Canada,Uzbekistan,2,0,2,1,team1,team1,True,False,1.0
2026-06-01,Colombia,Costa Rica,3,1,3,0,team1,team1,True,False,1.0
2026-06-01,Norway,Sweden,3,1,2,1,team1,team1,True,False,1.0
2026-06-01,Slovakia,Malta,2,1,5,0,team1,team1,True,False,4.0
2026-06-01,Turkey,North Macedonia,4,0,3,0,team1,team1,True,False,1.0
2026-06-01,Maldives,Afghanistan,0,1,1,1,draw,team2,False,False,1.0
2026-06-02,Croatia,Belgium,0,2,1,1,draw,team2,False,False,2.0
2026-06-02,Georgia,Romania,1,1,1,1,draw,draw,True,True,0.0
2026-06-02,Haiti,New Zealand,4,0,1,2,team2,team1,False,False,5.0
2026-06-02,Morocco,Madagascar,4,0,6,0,team1,team1,True,False,2.0
2026-06-02,Wales,Ghana,1,1,2,1,team1,draw,False,False,1.0
2026-06-03,Albania,Israel,0,1,2,1,team1,team2,False,False,2.0
2026-06-03,DR Congo,Denmark,0,0,1,2,team2,draw,False,False,1.0
2026-06-03,Gibraltar,British Virgin Islands,4,0,2,1,team1,team1,True,False,3.0
2026-06-03,South Korea,El Salvador,1,0,4,0,team1,team1,True,False,3.0
2026-06-03,Luxembourg,Italy,0,1,0,4,team2,team2,True,False,3.0
2026-06-03,Netherlands,Algeria,0,1,2,1,team1,team2,False,False,2.0
2026-06-03,Panama,Dominican Republic,4,2,3,0,team1,team1,True,False,1.0
2026-06-03,Poland,Nigeria,2,2,1,1,draw,draw,True,False,0.0
2026-06-03,Philippines,Guam,5,1,3,0,team1,team1,True,False,1.0
2026-06-01,Maldives,Pakistan,0,3,2,0,team1,team2,False,False,5.0
2026-06-04,Andorra,Liechtenstein,2,0,2,1,team1,team1,True,False,1.0
2026-06-04,Cambodia,Bhutan,4,0,2,1,team1,team1,True,False,3.0
2026-06-04,France,Ivory Coast,1,2,3,0,team1,team2,False,False,4.0
2026-06-04,Guatemala,Czech Republic,1,5,0,2,team2,team2,True,False,2.0
2026-06-04,Iran,Mali,2,0,2,1,team1,team1,True,False,1.0
2026-06-04,Lesotho,Kenya,1,1,1,2,team2,draw,False,False,1.0
2026-06-04,Mexico,Serbia,5,1,2,1,team1,team1,True,False,3.0
2026-06-04,Northern Ireland,Guinea,1,0,1,1,draw,team1,False,False,1.0
2026-06-04,Slovenia,Cyprus,1,1,4,0,team1,draw,False,False,4.0
2026-06-04,Spain,Iraq,1,1,5,0,team1,draw,False,False,5.0
2026-06-04,Sweden,Greece,2,2,1,1,draw,draw,True,False,0.0
2026-06-05,Angola,Mauritania,1,1,2,1,team1,draw,False,False,1.0
2026-06-05,Azerbaijan,Malta,0,2,2,1,team1,team2,False,False,3.0
2026-06-05,Belarus,Syria,4,1,1,1,draw,team1,False,False,3.0
2026-06-05,Canada,Republic of Ireland,1,1,2,0,team1,draw,False,False,2.0
2026-06-05,Georgia,Bahrain,2,0,2,1,team1,team1,True,False,1.0
2026-06-05,Haiti,Peru,1,2,1,2,team2,team2,True,True,0.0
2026-06-05,Hong Kong,Mongolia,2,0,6,0,team1,team1,True,False,4.0
2026-06-05,Hungary,Finland,2,1,2,1,team1,team1,True,True,0.0
2026-06-05,Indonesia,Oman,3,0,1,2,team2,team1,False,False,4.0
2026-06-05,Moldova,Bulgaria,2,2,1,2,team2,draw,False,False,1.0
2026-06-05,Paraguay,Nicaragua,4,0,3,0,team1,team1,True,False,1.0
2026-06-05,San Marino,Bangladesh,1,2,0,2,team2,team2,True,False,1.0
2026-06-05,Singapore,China,1,2,0,3,team2,team2,True,False,2.0
2026-06-05,Slovakia,Montenegro,2,2,2,0,team1,draw,False,False,2.0
2026-06-05,Tajikistan,India,3,1,2,1,team1,team1,True,False,1.0
2026-06-05,Thailand,Kuwait,2,2,2,0,team1,draw,False,False,2.0
2026-06-05,Russia,Burkina Faso,3,0,2,1,team1,team1,True,False,2.0
2026-06-05,Benin,Niger,1,1,2,1,team1,draw,False,False,1.0
2026-06-05,Central African Republic,Togo,1,1,1,2,team2,draw,False,False,1.0
2026-06-05,Puerto Rico,Saudi Arabia,0,3,0,3,team2,team2,True,True,0.0
2026-06-06,Vanuatu,Fiji,2,1,1,2,team2,team1,False,False,2.0
2026-06-06,Albania,Luxembourg,0,1,2,1,team1,team2,False,False,2.0
2026-06-06,Argentina,Honduras,2,0,6,0,team1,team1,True,False,4.0
2026-06-06,Armenia,Kazakhstan,1,1,1,1,draw,draw,True,True,0.0
2026-06-06,Australia,Switzerland,1,1,1,1,draw,draw,True,True,0.0
2026-06-06,Belgium,Tunisia,5,0,3,0,team1,team1,True,False,2.0
2026-06-06,Bermuda,Cape Verde,3,0,0,3,team2,team1,False,False,6.0
2026-06-06,Bolivia,Scotland,0,4,1,2,team2,team2,True,False,3.0
2026-06-06,Brazil,Egypt,2,1,2,0,team1,team1,True,False,1.0
2026-06-06,Curaçao,Aruba,4,0,5,0,team1,team1,True,False,1.0
2026-06-06,England,New Zealand,1,0,4,0,team1,team1,True,False,3.0
2026-06-06,Sierra Leone,Liberia,1,0,2,1,team1,team1,True,False,0.0
2026-06-06,Ethiopia,Malawi,1,0,1,1,draw,team1,False,False,1.0
2026-06-06,Gibraltar,Cayman Islands,4,1,2,1,team1,team1,True,False,2.0
2026-06-06,Jamaica,South Africa,0,1,1,2,team2,team2,True,False,0.0
2026-06-06,Kyrgyzstan,Palestine,0,0,2,0,team1,draw,False,False,2.0
2026-06-06,Panama,Bosnia and Herzegovina,1,1,2,1,team1,draw,False,False,1.0
2026-06-06,Portugal,Chile,2,1,4,0,team1,team1,True,False,3.0
2026-06-06,Qatar,El Salvador,0,0,2,0,team1,draw,False,False,2.0
2026-06-06,Romania,Wales,2,1,1,1,draw,team1,False,False,1.0
2026-06-06,United States,Germany,1,2,1,2,team2,team2,True,True,0.0
2026-06-06,British Virgin Islands,Bonaire,2,0,0,7,team2,team1,False,False,9.0
2026-06-06,Gibraltar,Cayman Islands,4,1,2,1,team1,team1,True,False,2.0
2026-06-06,Venezuela,Turkey,1,2,1,2,team2,team2,True,True,0.0
2026-06-06,Myanmar,Guam,6,1,2,1,team1,team1,True,False,4.0
2026-06-06,Lithuania,Latvia,1,1,1,1,draw,draw,True,True,0.0
2026-06-06,Estonia,Faroe Islands,1,0,2,1,team1,team1,True,False,0.0
2026-06-07,Afghanistan,Pakistan,0,2,2,1,team1,team2,False,False,3.0
2026-06-07,Croatia,Slovenia,2,1,3,0,team1,team1,True,False,2.0
2026-06-07,Ecuador,Guatemala,3,0,3,0,team1,team1,True,True,0.0
2026-06-07,Greece,Italy,0,1,1,2,team2,team2,True,False,0.0
2026-06-07,Jordan,Colombia,0,2,0,3,team2,team2,True,False,1.0
2026-06-07,Kosovo,Andorra,3,0,4,0,team1,team1,True,False,1.0
2026-06-07,Liechtenstein,Cyprus,0,2,0,3,team2,team2,True,False,1.0
2026-06-07,Morocco,Norway,1,1,2,1,team1,draw,False,False,1.0
2026-06-07,Denmark,Ukraine,2,1,2,1,team1,team1,True,True,0.0
2026-06-08,France,Northern Ireland,3,1,6,0,team1,team1,True,False,4.0
2026-06-08,Netherlands,Uzbekistan,2,1,3,0,team1,team1,True,False,2.0
2026-06-08,Peru,Spain,1,3,0,4,team2,team2,True,False,2.0
2026-06-08,Mauritania,Niger,1,0,1,1,draw,team1,False,False,1.0
2026-06-09,Angola,Central African Republic,3,0,2,0,team1,team1,True,False,1.0
2026-06-09,Argentina,Iceland,3,0,6,0,team1,team1,True,False,3.0
2026-06-09,Armenia,Moldova,1,1,2,1,team1,draw,False,False,1.0
2026-06-09,Azerbaijan,San Marino,2,1,4,0,team1,team1,True,False,3.0
2026-06-09,Belarus,Burkina Faso,2,2,1,2,team2,draw,False,False,1.0
2026-06-09,Cambodia,Hong Kong,2,0,0,4,team2,team1,False,False,6.0
2026-06-09,China,Thailand,0,0,2,1,team1,draw,False,False,1.0
2026-06-09,DR Congo,Chile,1,2,1,1,draw,team2,False,False,1.0
2026-06-09,Equatorial Guinea,Comoros,0,1,1,1,draw,team2,False,False,1.0
2026-06-09,Ethiopia,Malawi,1,1,1,1,draw,draw,True,True,0.0
2026-06-09,Hungary,Kazakhstan,3,1,3,0,team1,team1,True,False,1.0
2026-06-09,Indonesia,Mozambique,1,0,1,1,draw,team1,False,False,1.0
2026-06-09,Kyrgyzstan,Palestine,0,0,2,0,team1,draw,False,False,2.0
2026-06-09,Saudi Arabia,Senegal,0,0,0,3,team2,draw,False,False,3.0
2026-06-09,Tajikistan,India,1,1,2,1,team1,draw,False,False,1.0
2026-06-09,Philippines,Myanmar,5,1,2,1,team1,team1,True,False,3.0
2026-06-09,Latvia,Faroe Islands,0,1,1,1,draw,team2,False,False,1.0
2026-06-09,Estonia,Lithuania,1,0,2,1,team1,team1,True,False,0.0
2026-06-09,Russia,Trinidad and Tobago,3,0,4,0,team1,team1,True,False,1.0
2026-06-09,Togo,Benin,5,1,1,1,draw,team1,False,False,4.0
2026-06-09,Liberia,Sierra Leone,3,1,1,1,draw,team1,False,False,2.0
2026-06-09,Iraq,Venezuela,0,2,1,1,draw,team2,False,False,2.0
